date,position,song_name,artist_name,last_position,peak_position,weeks_on_chart
2021-07-31,14,Wild Side,Normani Featuring Cardi B,0,14,1
2021-07-31,49,Tell The Vision,Pop Smoke Featuring Kanye West & Pusha T,0,49,1
2021-07-31,50,Holy Smokes,Trippie Redd Featuring Lil Uzi Vert,0,50,1
2021-07-31,54,Bout A Million,Pop Smoke Featuring 21 Savage & 42 Dugg,0,54,1
2021-07-31,64,Woo Baby,Pop Smoke Featuring Chris Brown,0,64,1
2021-07-31,71,Mr. Jones,Pop Smoke Featuring Future,0,71,1
2021-07-31,80,More Time,Pop Smoke,0,80,1
2021-07-31,82,Manslaughter,Pop Smoke Featuring Rick Ross & The-Dream,0,82,1
2021-07-31,86,Demeanor,Pop Smoke Featuring Dua Lipa,0,86,1
2021-07-31,87,2055,Sleepy Hallow,0,87,1
2021-07-31,89,Love Again,Dua Lipa,0,89,1
2021-07-31,97,30,Pop Smoke Featuring Bizzy Banks,0,97,1
2021-08-07,2,Industry Baby,Lil Nas X & Jack Harlow,0,2,1
2021-08-07,15,If I Didn't Love You,Jason Aldean & Carrie Underwood,0,15,1
2021-08-07,41,Not Sober,The Kid LAROI Featuring Polo G & Stunna Gambino,0,41,1
2021-08-07,42,Don't Go Yet,Camila Cabello,0,42,1
2021-08-07,57,Over The Top,Smiley Featuring Drake,0,57,1
2021-08-07,81,Pepas,Farruko,0,81,1
2021-08-07,88,Better Believe,"Belly, The Weeknd & Young Thug",0,88,1
2021-08-07,89,Lick Back,EST Gee,0,89,1
2021-08-07,90,Memory I Don't Mess With,Lee Brice,0,90,1
2021-08-07,92,5500 Degrees,"EST Gee Featuring Lil Baby, 42 Dugg & Rylo Rodriguez",0,92,1
2021-08-07,100,Still Chose You,The Kid LAROI Featuring Mustard,0,100,1
2021-08-14,11,Happier Than Ever,Billie Eilish,0,11,1
2021-08-14,14,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),0,14,1
2021-08-14,37,Volvi,Aventura x Bad Bunny,0,37,1
2021-08-14,69,Getting Older,Billie Eilish,0,69,1
2021-08-14,70,Billie Bossa Nova,Billie Eilish,0,70,1
2021-08-14,72,Oxytocin,Billie Eilish,0,72,1
2021-08-14,80,I Didn't Change My Number,Billie Eilish,0,80,1
2021-08-14,87,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",0,87,1
2021-08-14,90,Halley's Comet,Billie Eilish,0,90,1
2021-08-14,95,Gyalis,Capella Grey,0,95,1
2021-08-14,96,You Time,Scotty McCreery,0,96,1
2021-08-14,99,From The Garden,Isaiah Rashad Featuring Lil Uzi Vert,0,99,1
2021-08-21,6,Take My Breath,The Weeknd,0,6,1
2021-08-21,67,SUVs (Black On Black),Jack Harlow & Pooh Shiesty,0,67,1
2021-08-21,79,EPMD 2,Nas Featuring Eminem & EPMD,0,79,1
2021-08-21,80,Repeat It,Lil Tecca & Gunna,0,80,1
2021-08-21,82,Buy Dirt,Jordan Davis Featuring Luke Bryan,0,82,1
2021-08-21,86,Lose,KSI x Lil Wayne,0,86,1
2021-08-21,88,I Hope Ur Miserable Until Ur Dead,Nessa Barrett,0,88,1
2021-08-21,93,Knowing You,Kenny Chesney,0,93,1
2021-08-21,100,Rare,Nas,0,100,1
2021-08-28,4,Rumors,Lizzo Featuring Cardi B,0,4,1
2021-08-28,65,Paralyzed,Sueco,0,65,1
2021-08-28,78,Mind Of Melvin,YNW Melly Featuring Lil Uzi Vert,0,78,1
2021-08-28,79,Papercuts,Machine Gun Kelly,0,79,1
2021-08-28,81,Cold Heart (PNAU Remix),Elton John & Dua Lipa,0,81,1
2021-08-28,89,Brainwashed,Tom MacDonald,0,89,1
2021-08-28,91,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,0,91,1
2021-08-28,97,I Like Dat,T-Pain & Kehlani,0,97,1
2021-08-28,98,Steal My Love,Dan + Shay,0,98,1
2021-09-04,48,Summer Of Love,Shawn Mendes & Tainy,0,48,1
2021-09-04,49,Matt Hardy 999,Trippie Redd Featuring Juice WRLD,0,49,1
2021-09-04,56,Rich MF,Trippie Redd Featuring Lil Durk & Polo G,0,56,1
2021-09-04,60,Already Won,Rod Wave Featuring Lil Durk,0,60,1
2021-09-04,67,Betrayal,Trippie Redd Featuring Drake,0,67,1
2021-09-04,69,Don't Go,"Skrillex, Justin Bieber & Don Toliver",0,69,1
2021-09-04,73,One Mississippi,Kane Brown,0,73,1
2021-09-04,75,Visiting Hours,Ed Sheeran,0,75,1
2021-09-04,86,MP5,Trippie Redd Featuring SoFaygo,0,86,1
2021-09-04,90,I Guess I'm In Love,Clinton Kane,0,90,1
2021-09-04,91,Get Ready,Rod Wave Featuring Kodak Black,0,91,1
2021-09-04,92,Danny Phantom,Trippie Redd Featuring XXXTENTACION,0,92,1
2021-09-04,93,What's Wrong,Rod Wave,0,93,1
2021-09-04,94,Demon Time,Trippie Redd Featuring Ski Mask The Slump God,0,94,1
2021-09-04,96,Tick Tock,Young Thug,0,96,1
2021-09-04,99,Time Heals,Rod Wave,0,99,1
2021-09-11,6,Hurricane,Kanye West,0,6,1
2021-09-11,10,Jail,Kanye West,0,10,1
2021-09-11,11,Off The Grid,Kanye West,0,11,1
2021-09-11,12,Ok Ok,Kanye West,0,12,1
2021-09-11,16,Junya,Kanye West,0,16,1
2021-09-11,17,Moon,Kanye West,0,17,1
2021-09-11,18,Family Ties,Baby Keem & Kendrick Lamar,0,18,1
2021-09-11,20,Praise God,Kanye West,0,20,1
2021-09-11,22,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,0,22,1
2021-09-11,26,Jesus Lord,Kanye West,0,26,1
2021-09-11,27,Jonah,Kanye West,0,27,1
2021-09-11,28,Believe What I Say,Kanye West,0,28,1
2021-09-11,30,God Breathed,Kanye West,0,30,1
2021-09-11,40,Remote Control,Kanye West,0,40,1
2021-09-11,42,Heaven And Hell,Kanye West,0,42,1
2021-09-11,43,24,Kanye West,0,43,1
2021-09-11,52,Pure Souls,Kanye West,0,52,1
2021-09-11,53,No Child Left Behind,Kanye West,0,53,1
2021-09-11,58,Donda,Kanye West,0,58,1
2021-09-11,59,Keep My Spirit Alive,Kanye West,0,59,1
2021-09-11,63,Jail Pt 2,Kanye West,0,63,1
2021-09-11,64,"I Am Not A Woman, I'm A God",Halsey,0,64,1
2021-09-11,68,New Again,Kanye West,0,68,1
2021-09-11,70,Lord I Need You,Kanye West,0,70,1
2021-09-11,77,Come To Life,Kanye West,0,77,1
2021-09-11,90,Tell The Vision,Kanye West,0,90,1
2021-09-11,96,In Da Getto,J Balvin & Skrillex,0,96,1
2021-09-18,1,Way 2 Sexy,Drake Featuring Future & Young Thug,0,1,1
2021-09-18,2,Girls Want Girls,Drake Featuring Lil Baby,0,2,1
2021-09-18,3,Fair Trade,Drake Featuring Travis Scott,0,3,1
2021-09-18,4,Champagne Poetry,Drake,0,4,1
2021-09-18,5,Knife Talk,Drake Featuring 21 Savage & Project Pat,0,5,1
2021-09-18,7,In The Bible,Drake Featuring Lil Durk & Giveon,0,7,1
2021-09-18,8,Papi's Home,Drake,0,8,1
2021-09-18,9,TSU,Drake,0,9,1
2021-09-18,10,Love All,Drake Featuring JAY-Z,0,10,1
2021-09-18,11,No Friends In The Industry,Drake,0,11,1
2021-09-18,12,N 2 Deep,Drake Featuring Future,0,12,1
2021-09-18,14,Pipe Down,Drake,0,14,1
2021-09-18,16,7am On Bridle Path,Drake,0,16,1
2021-09-18,18,Race My Mind,Drake,0,18,1
2021-09-18,22,IMY2,Drake Featuring Kid Cudi,0,22,1
2021-09-18,24,Yebba's Heartbreak,Drake & Yebba,0,24,1
2021-09-18,25,You Only Live Twice,Drake Featuring Lil Wayne & Rick Ross,0,25,1
2021-09-18,26,Fountains,Drake Featuring Tems,0,26,1
2021-09-18,27,Get Along Better,Drake Featuring Ty Dolla $ign,0,27,1
2021-09-18,32,Fucking Fans,Drake,0,32,1
2021-09-18,35,The Remorse,Drake,0,35,1
2021-09-18,87,Blue Note$ II,Meek Mill Featuring Lil Uzi Vert,0,87,1
2021-09-25,16,Shivers,Ed Sheeran,0,16,1
2021-09-25,28,Have Mercy,Chloe,0,28,1
2021-09-25,53,Range Brothers,Baby Keem & Kendrick Lamar,0,53,1
2021-09-25,63,Life Support,YoungBoy Never Broke Again,0,63,1
2021-09-25,64,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,0,64,1
2021-09-25,68,Lonely,DaBaby X Lil Wayne,0,68,1
2021-09-25,84,Lalisa,Lisa,0,84,1
2021-10-02,10,Thats What I Want,Lil Nas X,0,10,1
2021-10-02,37,Wildest Dreams (Taylor's Version),Taylor Swift,0,37,1
2021-10-02,42,Scoop,Lil Nas X Featuring Doja Cat,0,42,1
2021-10-02,47,Dolla Sign Slime,Lil Nas X Featuring Megan Thee Stallion,0,47,1
2021-10-02,71,On My Side,YoungBoy Never Broke Again,0,71,1
2021-10-02,72,Dead Right Now,Lil Nas X,0,72,1
2021-10-02,80,Love Nwantiti (Ah Ah Ah),CKay,0,80,1
2021-10-02,86,Tales Of Dominica,Lil Nas X,0,86,1
2021-10-02,88,One Of Me,Lil Nas X Featuring Elton John,0,88,1
2021-10-02,90,Lost In The Citadel,Lil Nas X,0,90,1
2021-10-02,97,Am I Dreaming,Lil Nas X Featuring Miley Cyrus,0,97,1
2021-10-02,98,Same Boat,Zac Brown Band,0,98,1
2021-10-09,1,My Universe,Coldplay x BTS,0,1,1
2021-10-09,28,Bad Morning,YoungBoy Never Broke Again,0,28,1
2021-10-09,32,Your Heart,Joyner Lucas & J. Cole,0,32,1
2021-10-09,38,Too Easy,Gunna & Future,0,38,1
2021-10-09,40,No Where,YoungBoy Never Broke Again,0,40,1
2021-10-09,53,Hold Me Down,YoungBoy Never Broke Again,0,53,1
2021-10-09,58,Nevada,YoungBoy Never Broke Again,0,58,1
2021-10-09,59,50 Shots,YoungBoy Never Broke Again,0,59,1
2021-10-09,61,Smoke Strong,YoungBoy Never Broke Again,0,61,1
2021-10-09,62,Break Or Make Me,YoungBoy Never Broke Again,0,62,1
2021-10-09,67,Sincerely,YoungBoy Never Broke Again,0,67,1
2021-10-09,69,I Can't Take It Back,YoungBoy Never Broke Again,0,69,1
2021-10-09,80,Forgiato,YoungBoy Never Broke Again,0,80,1
2021-10-09,83,Rich Shit,YoungBoy Never Broke Again,0,83,1
2021-10-09,91,For Tonight,Giveon,0,91,1
2021-10-09,92,Baddest Thing,YoungBoy Never Broke Again,0,92,1
2021-10-09,98,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,0,98,1
2021-10-09,99,Toxic Punk,YoungBoy Never Broke Again,0,99,1
2021-10-16,36,Intro (Hate On Me),Meek Mill,0,36,1
2021-10-16,60,Hot,Meek Mill Featuring Moneybagg Yo,0,60,1
2021-10-16,66,Expensive Pain,Meek Mill,0,66,1
2021-10-16,69,On My Soul,Meek Mill,0,69,1
2021-10-16,75,Jugaste y Sufri,Eslabon Armado Featuring DannyLux,0,75,1
2021-10-16,76,Outside (100 MPH),Meek Mill,0,76,1
2021-10-16,78,Last One Standing,"Skylar Grey, Polo G, Mozzy & Eminem",0,78,1
2021-10-16,83,The Feels,TWICE,0,83,1
2021-10-16,89,Me (FWM),Meek Mill Featuring A$AP Ferg,0,89,1
2021-10-16,90,Love Train,Meek Mill,0,90,1
2021-10-16,91,Feelin Like Tunechi,Lil Wayne Featuring Rich The Kid,0,91,1
2021-10-16,95,Ride For You,Meek Mill Featuring Kehlani,0,95,1
2021-10-16,96,Esta Danada,Ivan Cornejo,0,96,1
2021-10-16,97,Whiskey And Rain,Michael Ray,0,97,1
2021-10-23,17,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",0,17,1
2021-10-23,51,Lo Siento BB:/,"Tainy, Bad Bunny & Julieta Venegas",0,51,1
2021-10-23,53,Flocky Flocky,Don Toliver Featuring Travis Scott,0,53,1
2021-10-23,68,Easy On Me,Adele,0,68,1
2021-10-23,75,WFM,RealestK,0,75,1
2021-10-23,86,Tequila Little Time,Jon Pardi,0,86,1
2021-10-23,88,Freedom Was A Highway,Jimmie Allen & Brad Paisley,0,88,1
2021-10-23,90,Like A Lady,Lady A,0,90,1
2021-10-23,91,Life Goes On,Oliver Tree,0,91,1
2021-10-23,94,'Til You Can't,Cody Johnson,0,94,1
2021-10-23,95,Who's In Your Head,Jonas Brothers,0,95,1
2021-10-23,97,Just About Over You,Priscilla Block,0,97,1
2021-10-30,20,Bubbly,Young Thug With Drake & Travis Scott,0,20,1
2021-10-30,39,Pissed Me Off,Lil Durk,0,39,1
2021-10-30,45,Lets Go Brandon,Loza Alexander,0,45,1
2021-10-30,56,Ex For A Reason,Summer Walker & JT,0,56,1
2021-10-30,57,Better Days,NEIKED X Mae Muller X Polo G,0,57,1
2021-10-30,68,Livin It Up,Young Thug With Post Malone & A$AP Rocky,0,68,1
2021-10-30,69,Stressed,Young Thug With J. Cole & T-Shyne,0,69,1
2021-10-30,78,Rich N***a Shit,Young Thug With Juice WRLD,0,78,1
2021-10-30,91,Let Somebody Go,Coldplay X Selena Gomez,0,91,1
2021-10-30,92,"Ya Superame (En Vivo Desde Culiacan, Sinaloa)",Grupo Firme,0,92,1
2021-10-30,95,Peepin Out The Window,Young Thug With Future & BSlime,0,95,1
2021-11-06,27,Moth To A Flame,Swedish House Mafia & The Weeknd,0,27,1
2021-11-06,28,Let's Go Brandon,Bryson Gray Featuring Tyson James & Chandler Crump,0,28,1
2021-11-06,61,Not In The Mood,"Lil Tjay, Fivio Foreign & Kay Flock",0,61,1
2021-11-06,69,Switches & Dracs,Moneybagg Yo Featuring Lil Durk & EST Gee,0,69,1
2021-11-06,79,Poke It Out,Wale Featuring J. Cole,0,79,1
2021-11-06,87,Scorpio,Moneybagg Yo,0,87,1
2021-11-06,88,Big Energy,Latto,0,88,1
2021-11-06,89,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,0,89,1
2021-11-06,90,Money,Lisa,0,90,1
2021-11-06,96,To Be Loved By You,Parker McCollum,0,96,1
2021-11-13,37,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",0,1,38
2021-11-13,40,Ghostbusters,Ray Parker Jr.,0,1,22
2021-11-13,41,Overpass Graffiti,Ed Sheeran,0,41,1
2021-11-13,42,Somebody's Watching Me,Rockwell,0,2,20
2021-11-13,61,Demon High,Lil Uzi Vert,0,61,1
2021-11-13,81,Rap Freaks,Yung Miami,0,81,1
2021-11-13,82,Eat It,Megan Thee Stallion,0,82,1
2021-11-13,100,Ghost Town,Benson Boone,0,100,1
2021-11-20,6,One Right Now,Post Malone & The Weeknd,0,6,1
2021-11-20,8,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),0,8,1
2021-11-20,11,Escape Plan,Travis Scott,0,11,1
2021-11-20,13,No Love,Summer Walker & SZA,0,13,1
2021-11-20,25,Bitter,Summer Walker & Cardi B,0,25,1
2021-11-20,26,Mafia,Travis Scott,0,26,1
2021-11-20,41,Throw It Away,Summer Walker,0,41,1
2021-11-20,44,Reciprocate,Summer Walker,0,44,1
2021-11-20,45,Toxic,Summer Walker Featuring Lil Durk,0,45,1
2021-11-20,48,Unloyal,Summer Walker & Ari Lennox,0,48,1
2021-11-20,49,Constant Bulls**t,Summer Walker,0,49,1
2021-11-20,50,You Don't Know Me,Summer Walker,0,50,1
2021-11-20,52,Insane,Summer Walker,0,52,1
2021-11-20,54,Circus,Summer Walker,0,54,1
2021-11-20,56,4th Baby Mama,Summer Walker,0,56,1
2021-11-20,59,Switch A N*gga Out,Summer Walker,0,59,1
2021-11-20,60,Closure,Summer Walker,0,60,1
2021-11-20,68,Session 33,Summer Walker,0,68,1
2021-11-20,73,Screwin,Summer Walker & Omarion,0,73,1
2021-11-20,76,Broken Promises,Summer Walker,0,76,1
2021-11-20,77,Dat Right There,"Summer Walker, Pharrell Williams & The Neptunes",0,77,1
2021-11-20,80,Sad Girlz Luv Money,Amaarae & Moliy Featuring Kali Uchis,0,80,1
2021-11-20,81,Slow Down Summer,Thomas Rhett,0,81,1
2021-11-20,89,Jumpin,NLE Choppa Featuring Polo G,0,89,1
2021-11-20,97,Super Gremlin,Kodak Black,0,97,1
2021-11-27,1,All Too Well (Taylor's Version),Taylor Swift,0,1,1
2021-11-27,18,State Of Grace (Taylor's Version),Taylor Swift,0,18,1
2021-11-27,20,Already Dead,Juice WRLD,0,20,1
2021-11-27,22,I Bet You Think About Me (Taylor's Version) (From The Vault),Taylor Swift Featuring Chris Stapleton,0,22,1
2021-11-27,25,Red (Taylor's Version),Taylor Swift,0,25,1
2021-11-27,43,Nothing New (Taylor's Version) (From The Vault),Taylor Swift Featuring Phoebe Bridgers,0,43,1
2021-11-27,45,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,0,45,1
2021-11-27,46,I Knew You Were Trouble (Taylor's Version),Taylor Swift,0,46,1
2021-11-27,47,Run (Taylor's Version) (From The Vault),Taylor Swift Featuring Ed Sheeran,0,47,1
2021-11-27,49,Bad Man (Smooth Criminal),Polo G,0,49,1
2021-11-27,51,Better Man (Taylor's Version) (From The Vault),Taylor Swift,0,51,1
2021-11-27,52,22 (Taylor's Version),Taylor Swift,0,52,1
2021-11-27,53,Doin' This,Luke Combs,0,53,1
2021-11-27,54,Treacherous (Taylor's Version),Taylor Swift,0,54,1
2021-11-27,55,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,0,55,1
2021-11-27,59,I Almost Do (Taylor's Version),Taylor Swift,0,59,1
2021-11-27,61,The Very First Night (Taylor's Version) (From The Vault),Taylor Swift,0,61,1
2021-11-27,63,Everything Has Changed (Taylor's Version),Taylor Swift Featuring Ed Sheeran,0,63,1
2021-11-27,66,The Last Time (Taylor's Version),Taylor Swift Featuring Gary Lightbody Of Snow Patrol,0,66,1
2021-11-27,67,Stay Stay Stay (Taylor's Version),Taylor Swift,0,67,1
2021-11-27,68,After Last Night,Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins,0,68,1
2021-11-27,69,Babe (Taylor's Version) (From The Vault),Taylor Swift,0,69,1
2021-11-27,73,Blast Off,Silk Sonic (Bruno Mars & Anderson .Paak),0,73,1
2021-11-27,76,Holy Ground (Taylor's Version),Taylor Swift,0,76,1
2021-11-27,77,Begin Again (Taylor's Version),Taylor Swift,0,77,1
2021-11-27,78,Put On A Smile,Silk Sonic (Bruno Mars & Anderson .Paak),0,78,1
2021-11-27,79,Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,0,79,1
2021-11-27,81,Fly As Me,Silk Sonic (Bruno Mars & Anderson .Paak),0,81,1
2021-11-27,83,The Moment I Knew (Taylor's Version),Taylor Swift,0,83,1
2021-11-27,84,The Lucky One (Taylor's Version),Taylor Swift,0,84,1
2021-11-27,85,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,0,85,1
2021-11-27,87,Come Back...Be Here (Taylor's Version),Taylor Swift,0,87,1
2021-11-27,90,Starlight (Taylor's Version),Taylor Swift,0,90,1
2021-11-27,94,La Fama,Rosalia Featuring The Weeknd,0,94,1
2021-12-04,5,Oh My God,Adele,0,5,1
2021-12-04,18,I Drink Wine,Adele,0,18,1
2021-12-04,23,My Little Love,Adele,0,23,1
2021-12-04,26,Can I Get It,Adele,0,26,1
2021-12-04,32,To Be Loved,Adele,0,32,1
2021-12-04,41,Strangers By Nature,Adele,0,41,1
2021-12-04,44,Cry Your Heart Out,Adele,0,44,1
2021-12-04,49,Hold On,Adele,0,49,1
2021-12-04,51,abcdefu,GAYLE,0,51,1
2021-12-04,53,All Night Parking (Interlude),Adele With Erroll Garner,0,53,1
2021-12-04,55,Woman Like Me,Adele,0,55,1
2021-12-04,56,Love Is A Game,Adele,0,56,1
2021-12-04,73,God's Country,State Of Mine & Drew Jacobs,0,73,1
2021-12-04,85,Enemy,Imagine Dragons X JID,0,85,1
2021-12-04,89,Heart On Fire,Eric Church,0,89,1
2021-12-11,58,By Your Side,Rod Wave,0,58,1
2021-12-11,77,Pick Out A Christmas Tree,Dan + Shay,0,77,1
2021-12-11,82,Christmas Tree Farm (Old Timey Version),Taylor Swift,0,82,1
2021-12-11,95,Always Been You,Jessie Murph,0,95,1
2021-12-18,7,I Hate U,SZA,0,7,1
2021-12-18,49,Wandered To LA.,Juice WRLD & Justin Bieber,0,49,1
2021-12-18,66,Don't Play,Polo G Featuring Lil Baby,0,66,1
2021-12-18,72,Merry Christmas,Ed Sheeran & Elton John,0,72,1
2021-12-18,86,Me Or Sum,"Nardo Wick, Lil Baby & Future",0,86,1
2021-12-18,87,Young N Dumb,Polo G,0,87,1
2021-12-18,94,Start Up Again,Polo G Featuring Moneybagg Yo,0,94,1
2021-12-18,97,I'll Be Home For Christmas,Camila Cabello,0,97,1
2021-12-18,98,Mercedes,Brent Faiyaz,0,98,1
2021-12-18,100,Partin Ways,Polo G,0,100,1
2021-12-25,29,Girl Of My Dreams,Juice WRLD & SUGA,0,29,1
2021-12-25,34,Burn,Juice WRLD,0,34,1
2021-12-25,50,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,0,50,1
2021-12-25,56,Feline,"Juice WRLD, Polo G & Trippie Redd",0,56,1
2021-12-25,63,Rockstar In His Prime,Juice WRLD,0,63,1
2021-12-25,64,You Wouldn't Understand,Juice WRLD,0,64,1
2021-12-25,75,Doom,Juice WRLD,0,75,1
2021-12-25,76,Go Hard,Juice WRLD,0,76,1
2021-12-25,80,Not Enough,Juice WRLD,0,80,1
2021-12-25,82,Man In The Mirror,A Boogie Wit da Hoodie,0,82,1
2021-12-25,86,From My Window,Juice WRLD,0,86,1
2021-12-25,87,Relocate,Juice WRLD,0,87,1
2021-12-25,98,Feel Alone,Juice WRLD,0,98,1
2022-01-01,14,Broadway Girls,Lil Durk Featuring Morgan Wallen,0,14,1
2022-01-01,37,Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio,0,37,1
2022-01-01,48,Christmastime Is Here,Vince Guaraldi Trio,0,48,1
2022-01-01,77,25 Million,Roddy Ricch,0,77,1
2022-01-01,79,Christmas Isn't Canceled (Just You),Kelly Clarkson,0,79,1
2022-01-01,85,Moved To Miami,Roddy Ricch Featuring Lil Baby,0,85,1
2022-01-01,91,Hibachi,Roddy Ricch Featuring Kodak Black & 21 Savage,0,91,1
2022-01-01,95,Thailand,Roddy Ricch,0,95,1
2022-01-01,97,Do It To It,Acraze Featuring Cherish,0,97,1
2022-01-08,50,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",0,50,1
2022-01-08,54,Surface Pressure,Jessica Darrow,0,54,1
2022-01-08,79,Christmas Tree,V,0,79,1
2022-01-08,83,Hrs And Hrs,Muni Long,0,83,1
2022-01-08,92,I Am Woman,Emmy Meli,0,92,1
2022-01-08,94,Pressure,Ari Lennox,0,94,1
2022-01-08,96,Beers On Me,"Dierks Bentley, BRELAND & HARDY",0,96,1
2022-01-08,99,23,Sam Hunt,0,99,1
2022-01-15,62,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",0,62,1
2022-01-15,67,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,0,67,1
2022-01-15,68,Flower Shops,ERNEST Featuring Morgan Wallen,0,68,1
2022-01-15,69,Fingers Crossed,Lauren Spencer Smith,0,69,1
2022-01-15,82,Waiting On A Miracle,Stephanie Beatriz,0,82,1
2022-01-15,83,Dos Oruguitas,Sebastian Yatra,0,83,1
2022-01-15,87,AA,Walker Hayes,0,87,1
2022-01-15,90,Home Sweet,Russell Dickerson,0,90,1
2022-01-15,91,Come Back As A Country Boy,Blake Shelton,0,91,1
2022-01-15,93,Black Ball,YoungBoy Never Broke Again & Birdman,0,93,1
2022-01-15,97,I Love You So,The Walters,0,97,1
2022-01-15,99,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,0,99,1
2022-01-22,7,Pushin P,Gunna & Future Featuring Young Thug,0,7,1
2022-01-22,11,Sacrifice,The Weeknd,0,11,1
2022-01-22,23,Thought I Was Playing,Gunna & 21 Savage,0,23,1
2022-01-22,28,25k Jacket,Gunna Featuring Lil Baby,0,28,1
2022-01-22,29,Gasoline,The Weeknd,0,29,1
2022-01-22,31,Is There Someone Else?,The Weeknd,0,31,1
2022-01-22,32,Out Of Time,The Weeknd,0,32,1
2022-01-22,39,How Do I Make You Love Me?,The Weeknd,0,39,1
2022-01-22,42,Poochie Gown,Gunna,0,42,1
2022-01-22,45,Mop,Gunna Featuring Young Thug,0,45,1
2022-01-22,46,Alotta Cake,Gunna,0,46,1
2022-01-22,47,How You Did That,Gunna Featuring Kodak Black,0,47,1
2022-01-22,52,Here We Go... Again,"The Weeknd Featuring Tyler, The Creator",0,52,1
2022-01-22,53,Less Than Zero,The Weeknd,0,53,1
2022-01-22,59,IDK That Bitch,Gunna Featuring G Herbo,0,59,1
2022-01-22,60,Best Friends,The Weeknd,0,60,1
2022-01-22,61,Livin Wild,Gunna,0,61,1
2022-01-22,62,I Heard You're Married,The Weeknd Featuring Lil Wayne,0,62,1
2022-01-22,63,Circles Around This Town,Maren Morris,0,63,1
2022-01-22,65,Dawn FM,The Weeknd,0,65,1
2022-01-22,68,Private Island,Gunna,0,68,1
2022-01-22,70,South To West,Gunna,0,70,1
2022-01-22,72,You & Me,Gunna & Chloe,0,72,1
2022-01-22,79,Starry Eyes,The Weeknd,0,79,1
2022-01-22,85,Don't Break My Heart,The Weeknd,0,85,1
2022-01-22,86,Flooded,Gunna,0,86,1
2022-01-22,92,Die Alone,Gunna & Chris Brown Featuring Yung Bleu,0,92,1
2022-01-22,93,Every Angel Is Terrifying,The Weeknd,0,93,1
2022-01-29,24,P Power,Gunna Featuring Drake,0,24,1
2022-01-29,49,Eazy,The Game & Kanye West,0,49,1
2022-01-29,58,Cold December,Rod Wave,0,58,1
2022-01-29,61,Bring The Hook,YoungBoy Never Broke Again,0,61,1
2022-01-29,71,Iffy,Chris Brown,0,71,1
2022-01-29,79,Never Say Never,Cole Swindell / Lainey Wilson,0,79,1
2022-01-29,82,Fish Scale,YoungBoy Never Broke Again,0,82,1
2022-01-29,88,Trouble With A Heartbreak,Jason Aldean,0,88,1
2022-01-29,90,Surround Sound,JID Featuring 21 Savage & Baby Tate,0,90,1
2022-01-29,94,All Of You,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma & Encanto Cast",0,94,1
2022-02-05,42,Light Switch,Charlie Puth,0,42,1
2022-02-05,58,No Switch,YoungBoy Never Broke Again,0,58,1
2022-02-05,60,Bring It On,YoungBoy Never Broke Again,0,60,1
2022-02-05,72,Flossin',Internet Money Featuring YoungBoy Never Broke Again,0,72,1
2022-02-05,73,Proud,Key Glock,0,73,1
2022-02-05,74,Know Like I Know,YoungBoy Never Broke Again,0,74,1
2022-02-05,86,2Hoo,YoungBoy Never Broke Again,0,86,1
2022-02-05,87,Long Live,YoungBoy Never Broke Again,0,87,1
2022-02-05,89,Dis & That,YoungBoy Never Broke Again,0,89,1
2022-02-05,91,Beautiful Lies,Yung Bleu & Kehlani,0,91,1
2022-02-05,97,Smoke One,YoungBoy Never Broke Again,0,97,1
2022-02-12,51,Rumors,Gucci Mane Featuring Lil Durk,0,51,1
2022-02-12,57,High,The Chainsmokers,0,57,1
2022-02-12,72,Johnny P's Caddy,Benny The Butcher & J. Cole,0,72,1
2022-02-12,79,Peru,Fireboy DML & Ed Sheeran,0,79,1
2022-02-12,82,If I Was A Cowboy,Miranda Lambert,0,82,1
2022-02-12,86,Shotta Flow 6,NLE Choppa,0,86,1
2022-02-12,89,Vice City,XXXTENTACION,0,89,1
